uid,register_date,first_order_date,gender,city,province,country,order_count,total_amount,last_order_date,time_gap
26658,2011-05-13,2011-05-13,男,大连,辽宁,CN,12,10239,2019-02-09,51
5816,2016-09-30,2017-02-27,男,上海,上海市,CN,9,14245,2018-07-22,253
10663,2017-04-05,2017-06-16,男,北京,北京,CN,9,10687,2019-01-09,82
22876,2015-12-24,2016-01-14,女,广州,广东,CN,8,17526,2019-01-16,75
17378,2016-05-23,2016-06-26,男,哈尔滨,黑龙江,CN,5,9424,2019-01-18,73
26236,2018-02-05,2018-03-24,男,广州,广东,CN,13,14460,2019-03-07,25
12585,2014-12-24,2015-01-15,女,大连,辽宁,CN,8,10175,2019-03-31,1
36214,2016-02-08,2017-01-13,男,广州,广东,CN,12,15432,2018-11-25,127
49112,2014-03-26,2014-10-23,男,深圳,广东,CN,10,17935,2019-03-13,19
22287,2014-09-29,2015-02-11,女,哈尔滨,黑龙江,CN,6,15978,2019-03-20,12
32369,2016-10-18,2016-10-18,男,湛江,广东,CN,12,13002,2019-03-30,2
48535,2013-07-22,2013-07-22,女,广州,广东,CN,9,13545,2018-05-21,315
58066,2014-04-19,2014-04-19,男,广州,广东,CN,13,10103,2018-07-03,272
49309,2014-09-20,2014-09-20,男,北京,北京,CN,7,11305,2018-07-14,261
41540,2017-02-25,2017-02-25,男,登封,河南,CN,11,11574,2019-02-24,36
50837,2016-09-19,2016-09-22,男,苏州,江苏,CN,9,12318,2018-12-15,107
15548,2017-10-15,2017-10-15,男,眉山,四川,CN,8,16294,2019-01-17,74
28711,2017-04-05,2017-04-05,女,武汉,湖北,CN,12,10232,2018-12-27,95
16695,2016-02-20,2016-02-20,男,大连,辽宁,CN,12,15608,2018-12-22,100
16373,2018-01-04,2018-01-04,男,喀什,新疆,CN,12,15732,2019-01-11,80
25235,2017-11-06,2017-11-06,男,北京,北京,CN,9,15352,2019-03-09,23
50307,2016-05-26,2016-07-04,女,青岛,山东,CN,8,15312,2018-05-08,328
17600,2011-06-30,2011-06-30,女,长春,吉林,CN,13,14378,2019-03-26,6
928,2011-11-29,2011-12-02,男,深圳,广东,CN,7,12957,2019-03-07,25
58413,2014-12-15,2014-12-18,男,北京,北京,CN,9,12487,2019-03-17,15
61415,2018-03-01,2018-03-01,男,北京,.,CN,12,10301,2018-09-29,184
29777,2012-12-07,2012-12-07,男,SINGAPORE,,SG,11,16342,2018-11-29,123
8703,2013-09-18,2013-09-18,男,长春,吉林,CN,8,12983,2019-03-27,5
10962,2018-01-26,2018-01-26,男,成都,四川,CN,13,15592,2018-04-21,345
26355,2018-01-01,2018-05-14,女,哈尔滨,黑龙江,CN,7,17186,2019-02-23,37
37881,2017-12-16,2017-12-29,男,沈阳,辽宁,CN,20,13656,2019-03-31,1
17245,2018-01-28,2018-01-28,男,德阳,四川,CN,10,13591,2019-01-14,77
61260,2018-01-19,2018-06-11,男,大连,大连,CN,7,12573,2019-03-02,30
34078,2017-11-14,2017-11-14,男,北京,北京,CN,5,12952,2018-05-26,310
58633,2015-05-08,2015-05-08,女,包头,内蒙古,CN,5,12100,2019-01-15,76
3070,2013-04-13,2018-09-26,男,上海,上海,CN,7,12612,2019-02-20,40
42694,2017-08-06,2017-08-06,男,长春,吉林,CN,11,11000,2019-01-26,65
41297,2017-08-19,2017-08-23,男,广州,广东,CN,6,12910,2018-04-27,339
30836,2016-01-22,2016-12-19,女,北京,北京,CN,8,10438,2019-03-16,16
33575,2017-07-24,2017-07-24,男,北京,北京,CN,8,11538,2018-12-11,111
48677,2015-10-04,2015-10-04,女,北京,北京,CN,12,12408,2018-04-20,346
26176,2017-02-19,2017-03-28,男,沈阳,辽宁,CN,9,18780,2018-12-25,97
60371,2017-06-02,2017-06-02,男,吉林市,吉林省,CN,7,10349,2018-12-09,113
56364,2010-08-19,2010-08-19,男,长沙,湖南,CN,14,12456,2019-02-21,39
15577,2017-06-21,2017-06-30,男,Shirley,Ma,US,9,13473,2019-01-17,74
25305,2017-11-25,2017-11-25,男,北京,北京,CN,9,11737,2019-02-01,59
18906,2011-07-02,2011-10-28,男,长沙,湖南,CN,22,13834,2019-03-22,10
24163,2016-11-09,2016-11-10,女,天津市,天津,CN,10,10090,2018-08-31,213
21860,2015-08-26,2015-08-30,男,郑州,河南,CN,15,14625,2019-02-27,33
24487,2017-06-09,2017-06-09,男,武汉,湖北,CN,15,14268,2018-09-17,196
25908,2011-05-08,2011-08-09,女,长春,吉林,CN,10,12938,2019-02-20,40
37229,2012-06-26,2017-05-16,男,广州,广东,CN,12,13450,2019-03-30,2
51859,2017-08-11,2017-08-11,男,北京,北京,CN,14,10772,2019-03-20,12
10179,2012-06-08,2012-07-10,男,南海,广东,CN,27,9682,2019-03-14,18
27056,2013-05-16,2013-05-16,女,阿图什,新疆,CN,12,16538,2018-12-25,97
13033,2018-03-02,2018-03-05,男,长沙,湖南,CN,9,11772,2019-03-23,9
55693,2016-11-07,2016-11-16,男,深圳,广东,CN,7,12801,2018-12-13,109
42836,2017-09-26,2017-09-26,女,北京,北京,CN,9,11007,2018-11-16,136
2727,2013-10-09,2016-06-17,女,广州,广东,CN,6,10974,2018-10-21,162
90,2015-11-25,2016-03-06,男,汕头,广东,CN,13,13069,2019-03-09,23
17595,2017-01-08,2017-01-08,男,乌鲁木齐,新疆,CN,6,12579,2019-02-07,53
44139,2017-12-12,2017-12-12,男,青岛,山东,CN,11,15419,2018-11-23,129
37743,2017-06-17,2017-10-25,男,上海,上海,CN,11,12093,2019-03-27,5
40731,2015-06-08,2015-06-20,女,上海,上海,CN,12,11550,2019-02-01,59
26730,2012-06-20,2012-06-20,女,大连,辽宁,CN,19,12135,2018-12-07,115
50720,2017-01-17,2017-05-13,女,广州,广东,CN,10,13841,2018-06-21,284
53586,2011-02-22,2011-02-22,男,大连,辽宁,CN,10,11768,2018-12-09,113
59157,2016-08-19,2016-08-19,男,成都,四川,CN,8,9511,2018-10-27,156
50265,2016-04-30,2018-08-12,女,贵阳,贵州,CN,4,8156,2019-03-28,4
8268,2015-08-26,2015-09-04,男,乌鲁木齐,新疆,CN,7,11697,2018-09-16,197
17286,2016-03-15,2018-07-27,男,上海,上海,CN,5,6565,2018-12-20,102
61286,2017-12-31,2017-12-31,男,西宁,青海,CN,7,12460,2018-12-03,119
5045,2016-12-15,2017-01-07,男,武汉市,湖北省,CN,13,13492,2019-01-10,81
15427,2017-01-13,2017-01-13,男,哈尔滨,黑龙江,CN,8,16516,2018-12-22,100
48938,2014-11-25,2015-10-17,男,乌鲁木齐,新疆,CN,14,14355,2019-03-16,16
33928,2017-10-06,2017-10-21,女,上海,上海,CN,15,15145,2019-01-19,72
61335,2018-01-24,2018-01-24,男,大连,辽宁,CN,12,10920,2019-01-03,88
62983,2013-10-22,2018-08-09,女,北京,北京,CN,4,10339,2019-02-23,37
39121,2013-03-31,2013-04-30,男,东莞,广东,CN,6,13658,2018-12-04,118
41964,2017-02-02,2017-02-02,女,广州,广东,CN,12,11416,2018-11-01,151
53606,2011-05-18,2011-05-18,男,长春,吉林,CN,7,9780,2018-04-24,342
45141,2015-11-25,2017-04-02,女,广州,广东,CN,7,11309,2018-06-18,287
32954,2016-12-04,2016-12-05,女,哈尔滨,黑龙江,CN,8,17357,2018-09-30,183
24703,2017-07-04,2017-07-04,男,上海,上海,CN,9,12370,2018-08-16,228
25556,2018-02-19,2018-02-19,男,北京,.,CN,10,13115,2019-03-23,9
33384,2017-03-18,2017-03-18,女,广州,广东,CN,11,11688,2019-03-27,5
59185,2016-03-05,2016-03-05,女,深圳,广东,CN,11,14805,2018-12-23,99
42114,2016-11-04,2016-11-04,男,自贡市,四川,CN,8,12440,2018-09-06,207
34756,2015-10-04,2016-01-25,男,大连,辽宁,CN,13,11175,2018-10-18,165
32940,2017-02-16,2017-02-16,男,中山,广东省,CN,10,14187,2018-12-25,97
1560,2016-08-30,2017-07-09,男,广州,广东,CN,11,13924,2019-03-29,3
62712,2013-05-17,2013-05-17,女,鞍山,辽宁,CN,12,18142,2018-08-29,215
30961,2014-10-18,2015-01-08,男,上海,上海,CN,10,13026,2018-12-21,101
39172,2014-01-20,2014-01-20,男,汕头,广东,CN,12,12814,2019-02-20,40
53758,2012-10-08,2012-10-08,男,长春,吉林,CN,10,11388,2018-10-28,155
21260,2013-05-06,2013-10-01,男,深圳,广东,CN,13,20343,2019-03-01,31
30018,2013-02-04,2013-03-29,男,广州,广东,CN,6,11644,2018-12-10,112
3617,2013-08-29,2013-10-01,女,广州,广州,CN,7,10922,2019-03-27,5
12735,2013-11-25,2016-04-18,男,北京,北京,CN,16,10384,2019-01-02,89
39335,2013-06-10,2018-05-29,男,番禺,广东,CN,10,14562,2019-03-08,24
33068,2016-11-08,2016-11-08,男,大庆,黑龙江,CN,8,13738,2019-03-15,17
37338,2014-04-01,2015-06-02,男,上海,上海,CN,12,14687,2019-03-05,27
5016,2016-07-03,2016-07-03,男,广州市,广东,CN,8,13423,2018-05-21,315
50493,2016-03-14,2016-03-14,女,株洲,湖南,CN,11,10599,2019-01-13,78
40005,2014-07-03,2015-01-05,女,广州市,广东,CN,9,14183,2018-12-10,112
4030,2017-10-11,2017-10-12,男,长春市,吉林省,CN,11,12220,2019-03-02,30
30094,2013-04-18,2018-04-10,男,郑州,河南,CN,8,11406,2018-12-23,99
55090,2012-02-07,2012-05-22,女,北京,北京,CN,5,9836,2018-12-08,114
50965,2016-10-23,2016-10-25,男,广州,广东,CN,12,16344,2019-03-19,13
16081,2018-03-08,2018-03-17,女,BARIANO,BERGAMO,IT,2,11210,2018-09-27,186
24257,2016-12-11,2016-12-11,男,北京,北京,CN,10,14220,2018-10-16,167
4073,2014-03-14,2014-08-29,女,乌鲁木齐,新疆,CN,9,14257,2018-09-13,200
59649,2017-04-16,2017-04-16,男,北京,北京,CN,10,11647,2018-12-01,121
42563,2017-06-10,2017-06-10,女,大连,辽宁,CN,10,10557,2018-11-01,151
61369,2018-01-25,2018-06-27,女,广州,广东,CN,5,16666,2018-10-23,160
56308,2010-06-26,2010-09-28,男,上海,上海,CN,9,12690,2019-03-29,3
30918,2014-03-11,2014-10-23,男,上海,上海,CN,9,9995,2018-06-01,304
44253,2015-05-28,2016-01-11,男,北京,,CN,5,10038,2018-08-10,234
51095,2016-11-23,2016-12-27,男,上海,上海,CN,11,12639,2019-03-25,7
20127,2009-12-07,2010-03-30,女,广州市,广东省,CN,13,10921,2019-03-20,12
24327,2017-08-29,2017-09-11,男,延吉市,吉林省,CN,12,13297,2018-11-09,143
29297,2010-08-27,2010-11-10,男,,,HK,10,12470,2018-08-02,242
25769,2015-03-18,2015-03-18,女,沈阳,辽宁,CN,10,14280,2018-10-21,162
15107,2017-01-01,2017-01-01,男,厦门,福建,CN,9,10192,2019-01-30,61
33755,2017-12-18,2017-12-18,女,长沙,湖南,CN,16,13620,2019-03-19,13
55970,2017-12-22,2018-02-15,男,北京,北京,CN,18,14759,2019-03-22,10
1726,2017-07-05,2017-10-08,男,深圳,广东,CN,7,10912,2019-03-29,3
20400,2010-09-08,2014-10-05,女,北京,北京,CN,8,15621,2019-03-09,23
2480,2012-10-09,2013-04-12,男,杭州,浙江,CN,11,15579,2019-03-10,22
45557,2016-11-01,2016-11-01,男,沈阳市,辽宁,CN,14,12609,2019-02-09,51
21837,2014-08-22,2014-08-22,女,MAKATI,,PH,12,13170,2019-03-07,25
9639,2011-05-16,2011-06-21,男,烟台市,山东,CN,14,15804,2019-02-26,34
23373,2016-09-02,2016-09-02,男,佛山市,广东省,CN,10,15297,2018-11-27,125
53924,2013-05-28,2013-05-28,男,大连,辽宁,CN,16,16199,2018-11-20,132
48433,2015-01-29,2015-02-12,男,TOKAI CITY,AICHI PREF,JP,11,14467,2018-08-24,220
56327,2010-07-26,2010-08-25,男,上海,上海,CN,11,13662,2019-03-13,19
2826,2015-10-31,2015-10-31,男,BOX HIEE,VIC,AU,4,17471,2018-09-26,187
55744,2017-03-08,2017-04-14,女,广州,广东,CN,9,15711,2019-03-24,8
54765,2011-05-26,2011-05-26,男,IMUS,CAVITE,PH,15,17571,2018-08-23,221
29486,2012-06-19,2012-07-12,男,上海,上海,CN,7,11673,2018-10-12,171
47982,2012-12-01,2015-09-22,男,杭州,浙江,CN,12,13811,2019-01-28,63
22739,2016-06-02,2016-06-02,男,北京,北京,CN,8,12759,2019-02-12,48
31962,2016-08-31,2016-08-31,男,成都,四川,CN,15,12692,2019-01-30,61
59382,2016-12-07,2016-12-10,女,大连,辽宁,CN,10,13831,2018-11-10,142
61139,2018-03-12,2018-03-12,男,长春市,吉林省,CN,8,13836,2019-02-23,37
38381,2012-05-07,2012-05-23,男,广州,广东,CN,11,15926,2019-02-12,48
44716,2012-08-31,2012-08-31,男,北京,,CN,19,13883,2019-01-23,68
32184,2016-03-12,2016-03-31,男,武汉,湖北,CN,13,12518,2019-03-26,6
44776,2011-02-15,2011-02-15,男,长春,吉林,CN,8,6876,2018-09-18,195
56737,2012-12-21,2012-12-21,女,广州,广东,CN,15,14198,2018-11-26,126
40019,2014-03-21,2014-12-23,男,深圳,广东,CN,11,12757,2018-04-18,348
5826,2017-04-11,2017-04-11,女,北京,北京,CN,8,10964,2018-04-24,342
12316,2017-09-07,2017-09-18,男,JAKARTA-UTARA,JAWA,ID,6,14429,2018-10-31,152
19388,2012-06-28,2014-01-14,男,广州,广东,CN,10,14108,2019-01-26,65
19149,2011-12-01,2012-03-19,男,上海,上海,CN,8,11344,2018-11-08,144
29757,2012-10-25,2012-12-04,男,珠海,广东,CN,9,18063,2018-12-07,115
24837,2017-05-05,2017-07-24,女,北京,北京,CN,8,13482,2018-11-29,123
12182,2013-05-06,2013-11-15,男,郑州,河南,CN,11,11100,2018-11-27,125
42936,2017-09-25,2018-03-23,男,台北,台湾,CN,10,13727,2018-10-30,153
55191,2012-03-17,2012-04-26,男,台北市,台湾,TW,8,12931,2019-01-25,66
36004,2014-04-03,2015-01-12,男,昆明,云南,CN,13,15996,2018-12-31,91
1834,2017-10-27,2017-11-28,男,沈阳,辽宁,CN,8,14692,2019-03-12,20
58825,2015-06-22,2016-12-09,男,FAIS ALABAD,PANJAB,CN,8,22268,2018-09-01,212
2136,2010-03-01,2010-06-28,女,,,CN,7,7665,2019-02-14,46
2073,2010-01-30,2014-02-25,女,海口,海南,CN,6,10331,2018-12-21,101
59673,2016-09-03,2016-09-16,女,北京,北京,CN,7,15808,2019-03-31,1
2775,2012-09-21,2013-09-09,男,广州,广东,CN,7,12549,2019-01-19,72
60612,2016-11-20,2016-11-20,男,广州,广东,CN,25,11141,2019-03-21,11
60095,2016-11-14,2016-11-14,男,长沙,湖南,CN,9,9770,2019-01-30,61
3571,2014-04-01,2014-04-01,男,北京,北京,CN,13,12519,2019-03-31,1
61017,2017-09-14,2017-09-23,女,广州市,广东,CN,9,15140,2018-10-13,170
42594,2017-05-11,2017-05-11,男,广州,广东,CN,11,16381,2018-10-26,157
52275,2018-01-14,2018-08-23,男,Mizuho-shi,Gifu-ken,JP,12,18831,2019-03-24,8
53247,2014-09-01,2014-09-01,男,哈尔滨市,黑龙江,CN,9,14490,2019-02-28,32
21195,2013-03-29,2015-03-21,男,深圳,广东,CN,7,12525,2019-01-11,80
13183,2014-10-31,2014-11-04,男,莱阳,山东,CN,6,12567,2018-07-21,254
5346,2016-11-28,2016-11-28,男,大连,辽宁,CN,15,10493,2019-03-29,3
28352,2014-02-21,2014-02-28,女,深圳,广东,CN,10,10342,2019-02-05,55
12784,2013-11-10,2014-07-02,女,上海,上海,CN,7,13095,2019-03-28,4
2703,2011-09-24,2011-09-24,男,上海,上海,CN,13,11165,2018-10-11,172
37136,2012-04-27,2018-09-28,男,广州,广东,CN,11,12628,2019-02-27,33
25070,2017-11-13,2017-11-13,女,北京,北京,CN,10,11782,2019-03-21,11
19404,2012-09-03,2012-09-19,男,广州,广东,CN,8,14081,2019-01-23,68
58302,2017-06-21,2017-06-21,男,桂林,广西,CN,19,13663,2019-01-12,79
1134,2012-04-28,2012-07-07,男,北京,北京,CN,7,9315,2018-09-17,196
16762,2014-07-02,2014-07-02,女,沈阳,辽宁,CN,8,16695,2019-03-15,17
51769,2017-11-29,2017-11-29,男,武汉,湖北,CN,14,12379,2019-03-22,10
8807,2013-04-12,2013-04-12,男,HRB,,CN,7,18986,2019-01-12,79
4221,2014-07-11,2014-07-13,男,南宁市,广西,CN,15,11042,2019-01-21,70
12531,2013-11-01,2013-11-01,男,东莞,广东,CN,11,15400,2019-03-05,27
55094,2012-01-14,2012-03-27,男,长沙,湖南,CN,9,13234,2019-02-09,51
58351,2014-12-06,2014-12-18,男,广州,广东,CN,7,13067,2019-03-20,12
12078,2013-10-28,2013-10-28,女,上海,上海,CN,11,16353,2019-03-27,5
31404,2015-02-06,2015-02-06,男,广州,广东,CN,9,12343,2018-11-30,122
22001,2014-02-03,2015-01-11,男,北京,北京,CN,4,6343,2018-11-26,126
23841,2016-12-27,2016-12-29,男,北京,北京,CN,7,9054,2019-03-06,26
59060,2016-01-25,2016-04-13,男,景德镇,江西,CN,11,13439,2019-03-15,17
55397,2014-01-26,2015-11-19,男,长春,吉林,CN,6,13485,2018-08-11,233
13718,2015-05-15,2015-05-15,男,沈阳,辽宁,CN,13,12743,2019-03-09,23
32657,2017-07-21,2017-10-15,女,贵阳,贵州,CN,8,10360,2018-10-21,162
56226,2010-04-10,2010-11-05,男,郑州,河南,CN,13,14357,2019-02-27,33
4445,2015-03-23,2015-04-27,男,上海,上海,CN,9,12332,2019-03-24,8
49219,2014-12-31,2015-05-01,男,广州,广东,CN,12,13135,2019-03-16,16
34397,2018-01-22,2018-01-22,男,广州,广东省,CN,12,10514,2019-03-14,18
26718,2011-11-12,2012-02-18,男,沈阳市,辽宁省,CN,10,15528,2019-03-24,8
54991,2011-11-02,2011-11-02,男,长沙,湖南,CN,6,8001,2018-08-20,224
38016,2009-12-21,2010-03-12,男,Singapore,Singapore,SG,8,10873,2018-11-26,126
55067,2012-01-07,2012-03-05,女,北京,北京,CN,7,13259,2018-08-09,235
15147,2016-11-08,2016-11-08,女,广州,广东,CN,13,15292,2018-11-17,135
28377,2014-09-25,2014-12-14,男,重庆,重庆,CN,8,11763,2019-01-19,72
43071,2018-02-26,2018-02-26,男,深圳,广东,CN,9,16245,2019-03-11,21
8983,2014-04-01,2014-11-06,男,海口,海南,CN,9,16863,2019-01-05,86
46266,2012-06-19,2012-06-19,男,北京,北京,CN,10,15053,2018-07-26,249
7939,2017-08-26,2017-08-26,男,长沙,湖南,CN,13,16435,2019-03-12,20
8107,2015-06-26,2018-01-04,男,济南,山东,CN,11,10612,2019-03-27,5
37181,2012-06-01,2014-08-07,男,南京,江苏,CN,11,15697,2019-03-08,24
40804,2015-07-28,2015-07-29,男,广州,广东,CN,9,13997,2018-07-07,268
42937,2017-10-13,2018-10-16,男,长春,山东,CN,4,11368,2018-11-28,124
36994,2011-12-17,2013-03-09,男,北京,北京,CN,10,14552,2019-03-19,13
58237,2014-10-01,2015-03-25,男,深圳,广东,CN,16,20987,2019-03-01,31
32846,2016-09-26,2016-09-26,男,北京,北京,CN,14,14796,2018-11-12,140
61169,2017-11-19,2017-11-19,男,郑州,河南,CN,14,14515,2019-03-20,12
23428,2017-03-07,2017-03-07,女,广州,广东,CN,8,13644,2018-11-06,146
44672,2012-08-15,2012-08-15,男,沈阳,辽宁,CN,9,15097,2019-03-30,2
28795,2017-08-08,2017-10-25,男,广州,广东,CN,9,17138,2018-06-15,290
48313,2013-09-18,2015-05-12,男,玉环,浙江,CN,10,12064,2018-11-21,131
21383,2013-08-11,2013-11-01,女,上海,上海,CN,9,10084,2018-06-09,296
19474,2014-02-26,2014-03-17,男,广州,广东,CN,12,18651,2019-01-23,68
60169,2017-01-03,2017-02-01,男,深圳,广东,CN,16,12628,2019-03-03,29
23406,2016-04-24,2016-05-14,女,武汉,湖北,CN,8,8060,2019-03-30,2
25272,2017-11-17,2017-12-16,男,北京,,CN,11,15533,2018-12-30,92
43889,2015-08-01,2015-08-01,男,南京,江苏,CN,13,12481,2019-03-21,11
49044,2014-03-06,2014-03-06,男,HOCHIMINH,,VT,6,9960,2018-08-31,213
36147,2016-01-04,2017-02-16,女,广州,广东,CN,8,14299,2018-10-25,158
38562,2014-01-05,2014-01-05,男,沈阳,辽宁,CN,6,15543,2018-04-07,359
6741,2017-08-27,2017-08-27,男,,,CN,11,13258,2018-12-30,92
631,2011-03-25,2011-04-25,男,深圳,广东,CN,18,16474,2019-03-28,4
14845,2017-02-04,2017-02-09,男,SHAH ALAM,SELANGOR D E,MY,4,11572,2018-06-15,290
18908,2011-06-19,2011-09-05,女,北京,北京,CN,6,12690,2018-06-01,304
5706,2016-07-25,2016-07-26,男,上海,-,CN,9,11548,2018-06-14,291
41222,2016-02-28,2016-02-28,女,广州,广东,CN,2,11402,2018-04-28,338
44814,2013-09-18,2013-09-18,男,沈阳市,辽宁省,CN,13,9379,2018-09-05,208
36995,2011-12-18,2013-05-19,男,上海,上海,CN,10,12569,2019-01-21,70
41235,2016-02-24,2016-03-30,女,广州,广东,CN,13,19577,2019-03-26,6
43112,2017-12-17,2018-01-03,男,广州,广东,CN,2,12103,2019-03-08,24
44232,2015-10-17,2017-11-01,男,长春,吉林,CN,9,14484,2018-08-26,218
1860,2017-11-28,2018-08-14,男,广州,广东,CN,7,11809,2019-01-26,65
54477,2017-09-19,2017-09-24,男,深圳,广东,CN,13,13300,2019-02-19,41
54459,2017-05-27,2017-05-27,男,沈阳,辽宁,CN,13,9529,2019-01-27,64
48091,2013-03-19,2014-01-17,男,洛阳市,河南省,CN,10,10477,2019-03-28,4
10748,2017-08-15,2017-10-17,女,北京,北京,CN,9,10298,2019-02-12,48
36323,2017-01-08,2017-03-20,男,郑州,河南,CN,11,11750,2019-02-22,38
21838,2015-11-30,2015-12-18,男,梅州,广东,CN,8,10719,2018-11-24,128
15030,2017-12-25,2017-12-25,男,武汉,湖北,CN,15,18159,2019-03-03,29
35164,2017-10-31,2017-12-07,男,福州市,福建省,CN,8,16938,2019-03-24,8
10163,2012-05-29,2016-02-08,女,广州,广东,CN,14,15392,2019-02-12,48
48881,2015-02-05,2015-02-05,男,成都市,四川省,CN,8,15398,2019-02-23,37
8013,2017-08-31,2017-09-28,男,西安,陕西,CN,6,9425,2018-09-30,183
24461,2017-03-27,2017-07-11,女,北京,.,CN,8,11407,2018-05-10,326
5121,2016-05-01,2016-07-22,男,广州市,广东,CN,14,13608,2019-03-25,7
21624,2017-07-27,2017-07-27,男,泰安,山东,CN,2,14561,2018-04-30,336
30972,2014-02-20,2015-04-15,男,JASPER,IN,US,5,7858,2018-10-30,153
26867,2011-03-09,2011-03-09,男,哈尔滨,黑龙江,CN,12,16807,2019-01-20,71
21130,2013-03-17,2013-03-17,男,,,CN,4,8024,2018-12-22,100
39883,2014-01-11,2014-01-11,男,长沙,湖南,CN,14,12632,2018-12-19,103
36928,2011-11-06,2012-02-24,男,天津,天津,CN,14,13269,2019-03-21,11
44609,2011-06-14,2011-06-14,男,延吉,吉林,CN,18,11141,2019-03-29,3
39518,2013-09-01,2018-06-23,男,北京,北京,CN,9,14161,2019-03-31,1
38675,2012-02-19,2012-09-18,男,广州,广东,CN,12,16524,2019-03-30,2
53025,2017-11-23,2017-11-23,女,沈阳,辽宁,CN,10,12200,2018-12-01,121
33833,2017-10-11,2017-12-26,男,昆明,云南,CN,11,16753,2019-03-08,24
12703,2014-03-31,2014-12-11,男,玉林,广西,CN,8,10328,2019-03-13,19
62545,2011-09-09,2011-09-09,男,长春,吉林,CN,10,14584,2019-01-07,84
33639,2017-06-30,2017-06-30,男,哈尔滨,黑龙江,CN,12,13166,2018-12-31,91
32838,2016-09-20,2016-09-20,女,深圳,广东,CN,8,12537,2018-08-01,243
55733,2017-01-18,2017-02-21,男,大连,辽宁,CN,13,15348,2018-12-14,108
61279,2017-12-21,2017-12-21,男,北京,.,CN,7,10691,2019-03-30,2
54758,2011-05-26,2011-09-25,男,上海,上海,CN,7,7333,2019-03-22,10
52851,2015-11-24,2015-11-24,男,广州市,广东省,CN,6,12537,2018-10-06,177
60568,2017-07-18,2017-07-18,女,北京,北京,CN,10,9489,2018-11-16,136
21387,2013-04-07,2013-06-15,男,,,TW,18,11497,2019-03-23,9
47618,2013-03-15,2013-03-15,男,北京,北京,CN,9,11885,2018-11-22,130
19654,2016-03-24,2017-02-15,男,广州市,广东,CN,9,16046,2019-03-27,5
13090,2016-02-23,2016-06-13,男,佛山,广东,CN,7,13769,2018-07-20,255
41492,2016-06-08,2017-01-12,男,PISTOIA,PISTOIA,IT,10,12979,2019-03-06,26
56676,2012-08-29,2012-08-29,男,上海,上海,CN,13,15683,2019-03-19,13
48345,2013-05-30,2015-12-02,男,北京,北京,CN,4,6353,2018-12-06,116
47449,2010-11-24,2016-01-20,男,广州,广东,CN,9,13524,2019-03-29,3
60640,2017-06-24,2017-06-24,女,拉莎市,西藏,CN,8,9350,2019-02-18,42
34435,2018-02-15,2018-02-15,男,武汉,湖北,CN,9,14776,2019-02-12,48
35999,2014-01-23,2014-07-21,女,北京,北京,CN,7,11359,2018-12-20,102
40559,2015-03-15,2015-03-15,男,深圳,广东,CN,10,11774,2019-02-06,54
24673,2017-04-26,2017-04-26,男,广州,广东,CN,8,12368,2019-03-30,2
15220,2016-12-15,2016-12-19,男,杭州,浙江,CN,14,15695,2019-03-24,8
45047,2014-01-30,2015-12-10,男,上海,上海,CN,6,8423,2019-03-30,2
12873,2013-12-30,2013-12-30,男,西安市,陕西,CN,9,11671,2019-03-30,2
42506,2017-06-07,2017-06-07,男,上海市,上海市,CN,7,14549,2019-02-20,40
60537,2017-03-03,2017-06-25,男,广州,广东,CN,6,12149,2018-09-22,191
59273,2016-11-30,2017-10-04,女,贵阳,贵州,CN,8,10797,2018-11-21,131
45281,2016-06-13,2018-05-12,女,哈尔滨,黑龙江,CN,5,11985,2018-09-18,195
56887,2013-02-23,2013-02-23,女,洛阳,河南,CN,13,11990,2019-03-31,1
37284,2013-02-15,2013-12-28,男,深圳,广东,CN,9,14757,2019-02-08,52
34258,2017-12-20,2017-12-29,男,北京,北京,CN,8,10342,2018-06-28,277
19865,2017-06-30,2017-08-17,男,厦门,福建,CN,10,10595,2019-02-04,56
10972,2009-11-22,2010-04-27,男,北京,北京,CN,14,19972,2018-12-11,111
24996,2017-08-05,2017-08-24,男,北京,北京,CN,6,11516,2018-04-29,337
43986,2016-04-02,2016-05-20,男,沈阳市,辽宁省,CN,12,14142,2019-01-24,67
22584,2015-07-21,2015-12-26,男,南京,江苏,CN,9,11798,2019-01-30,61
40936,2015-11-18,2015-11-22,女,北京,北京,CN,7,15643,2018-12-28,94
5790,2016-10-06,2016-10-06,女,番禺,广东,CN,12,12350,2019-02-03,57
22094,2014-04-10,2014-04-13,男,乌鲁木齐,新疆,CN,13,20788,2019-03-29,3
35087,2016-11-24,2016-11-24,男,大连市,辽宁,CN,19,12204,2018-12-04,118
14169,2016-09-25,2017-02-10,男,上海,上海,CN,14,18974,2018-11-26,126
51175,2017-01-18,2017-01-18,女,北京,北京,CN,9,13511,2019-02-22,38
1626,2017-02-04,2017-05-14,男,西安,陕西,CN,11,11694,2019-01-26,65
59961,2016-12-31,2016-12-31,男,北京,北京,CN,10,15191,2019-01-06,85
15457,2017-03-07,2017-03-29,男,上海,上海,CN,9,11083,2018-09-07,206
61620,2014-11-06,2018-06-03,男,北京,北京,CN,5,9850,2019-01-27,64
49000,2014-01-15,2014-01-15,男,北京,北京,CN,6,9606,2018-11-29,123
47976,2013-12-11,2013-12-11,女,,,HK,10,13768,2019-03-09,23
23077,2017-11-18,2018-04-03,男,北京市,北京市,CN,11,16416,2019-03-20,12
