phone_no_m,city_name,county_name,idcard_cnt,arpu_201908,arpu_201909,arpu_201910,arpu_201911,arpu_201912,arpu_202001,arpu_202002,arpu_202003,label,voc_call_dur_count,voc_call_dur_sum,voc_call_dur_mean,voc_opposite_no_m_nunique,voc_call_type_1_cnt_sum,voc_call_type_2_cnt_sum,voc_imei_m_nunique,sms_sms_send_cnt_sum,sms_sms_recv_cnt_sum,sms_opposite_no_m_count,sms_opposite_no_m_nunique,sms_request_datetime_count,app_busi_name_count,app_busi_name_nunique,app_flow_sum,app_flow_mean
4a40eaec42727ae88629b04a0b9ca2892c577baf949d5a1309d09d30c1e23b13956be244c851cac9eaf91c0c9e29386bb4558316726fd39cbebc3ca7191729a7,成都,金堂县,1,74.4,90.49,101.3,89.91,105,72.85,84.49,79.08,1,1023,84367,82.47018572825024,264,723,298,2,30,1105,1135,261,1135,1122,280,42446.83378601074,37.831402661328646
0bfd1617b1465493c4664dc08ecd007ccb9e43c9db19afc2ece36a6ce59ac3bff5b716bae97ce0408e73b607985b204eff7a11a2cb3362965d87f96377943a20,成都,都江堰分公司,1,0,0,0,2.57,49,49,49.1,49,0,85,18129,213.28235294117647,12,45,40,2,5,117,122,28,122,52,39,5.442885398864744,0.1046708730550912
f312f90a717fccf9bf843c990d028e5f9737c13f2466cb37b418bcee4332491636e439a2ae47ed9702c305a6a2b5efd85fa1695ebb0d81df42d5ff5c228ad8ce,绵阳,绵阳直属区,2,19.19,19,23.94,21.47,19.77,22.23,19.2,19.4,0,380,26808,70.54736842105264,49,168,212,1,5,975,980,103,980,292,80,356.0916528701782,1.219491961884172
7ca70f49bf8a9c7ec151108ad54ed5800a077350c2462eeb90c125f25d5b037fe836cc2cc5ab8e27a1cdd80e130867061e98bc82091e3db1180b011e454b5202,广元,利州区分公司,1,479.63,338.56,284.79,271.21,325.1,326.57,229.8,241.97,1,13369,826001,61.78480065823921,997,7339,6030,2,1012,2992,4004,840,4004,1723,392,184319.2585792541,106.9757739867987
87229229b61d5785cb6edbdccc4312195d1912b4c5b82bda9b068c639c10aafb1062e75ac1fb5bff118f0bdc3c9994503a1d8697be9664f1338639d866f72484,成都,双流区,2,0,0,0,39.78,86.51,82.69,66.3,86.6,0,328,31945,97.39329268292684,56,176,140,1,19,483,502,117,502,1314,478,140326.2814912796,106.7932127026481
90a085553a6bb102467a643ce9b7204147742aaed2d8363c465d8d029d63294cab0900cb1bfa860f63c966fe7c0886e47f3cd6c65ce88636d21ee6d4d2bca1b0,乐山,峨眉山市,1,13,13,13,13,13,13,13,13.35,0,3,380,126.66666666666669,2,3,0,1,0,1109,1109,56,1109,5,5,0.891092300415039,0.1782184600830078
8ec12352572d7bfa3c8480b6fb1a0a27720fa9e27583c8875ae9fb0b9918de0c4cfac3b3085aee9b462c94323a0c9ee59a742f454b8e338b7f2b0183f6006cee,雅安,石棉县,1,26.3,18.7,20.03,17.18,18.51,16.61,17.37,17.75,0,716,31987,44.67458100558659,59,420,296,1,1,350,351,26,351,5,3,0.0985069274902341,0.0197013854980468
b52d01ccb5a997233f8b0b5c7193ca6367b62a92afae6e2822d955c9dc0729c987809347fab1828655f641f5e1b38bddd767612ee4c8f9f49b492541605d590c,成都,成都直属部门,2,0,0,0,0,704,19,19,0,1,171,35534,207.80116959064327,136,152,19,2,1,78,79,12,79,0,0,0,0
7977085424f9683351d9aa1e83a54afc825eaa64af6ef3023fdbec2740784981d4abad2e596a7aaf68298516e261aa7b65561c52d5b059ae5f32506f7661bae6,成都,成华区,1,11,11,11,11,11,11,11,11,0,149,8086,54.26845637583892,43,47,102,1,0,550,550,28,550,3,2,0.3860111236572265,0.1286703745524088
a4497aa4cc40e001a2b6c62953e2796f65a551f8dceebd542cfa859bc00b7ad089aac2736212a72dad7c7f81eba033d6295e8db4d7a55dd1701dce41905a0cd0,广元,利州区分公司,2,69.6,70,87.95,69.6,69.2,69.2,69.2,69.2,0,2963,129722,43.78062774215322,194,1724,1239,1,32,899,931,233,931,1180,276,144268.11458683014,122.2611140566357
f8ae5eab6e80373d2be9ac6df79ec7c3612c032cea59c1f1a5ae9f2f8b5926e0c72acaab258cdb150fd336106ce5fea3ed38e9b843d139053625b7cc823255c4,成都,都江堰分公司,1,21.29,21,24.99,21,9.1,10.71,9,9,0,206,29489,143.1504854368932,56,71,135,3,1,1174,1175,108,1175,150,70,237.41254901885983,1.5827503267923988
173746b85f952f7ab06ff13b31b5206a27c829592a5e0b3dd94ce78f1980ff0cdfa015ec332ad570f518008045ebb9d8019b9a7ee104e54c05b7cab185fe21df,成都,新都区,5,0,0,0,32.27,0,0,0,0,1,43,5129,119.27906976744184,40,43,0,1,7,53,60,5,60,9,9,129.36259078979495,14.373621198866106
1bc37d2087df01d4e1211c563baf987a9fdf547bba8b428ed581419d551dbc38813ff7ca5e0cc0f5a4fde7cd090d936b4f1a960fbc085d658d8156e8ab5d4447,成都,高新西区,1,32,32,32.95,32,32,32,32,32,0,396,7927,20.017676767676768,32,129,267,1,0,426,426,21,426,0,0,0,0
0407fec6b95b9c99d73d0087edbd3505ab7f50e423dccb71a82a46d6c321cc2d997369d25316fa644e0f47db5b47f205c79dd08f9cc31775037f7783716d7f89,成都,青羊区,2,162.5,162.1,162.1,162,192,191.8,192,191.7,0,924,56573,61.22619047619048,251,432,492,1,9,2134,2143,336,2143,1055,273,135186.84004306793,128.1391848749459
5ca01f710c8d78cd83b9627749282f9cbb84b1359d9da1c17573f0f7067a5ce4c922f1dfc37b933c9f7104042f621f36a664bcb75b5d5e64a39bd4534000108a,未知,未知,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,308,313,138,313,0,0,0,0
19f762771edff263beef32ace0735ec8c8ce1ad6172733fce4db96028c2fa6083b8caabbe1c22b15082dea3935a500c7ab34df4dafbc267d457f4d9ce9d93d10,成都,龙泉驿分公司,1,49.4,52.3,53,53.6,52.7,52.1,52,52.6,0,55,2113,38.41818181818182,17,50,5,1,4,1248,1252,138,1252,1115,318,20259.284247398376,18.16976165685953
b0ccbbbd49b354c3148c0e94d79cc820a5acd920be9618cb3cf00f431710710f2ec855e11654c26108f9539eaf26eef258d893e950471ea507153210cf20630b,德阳,广汉市,4,11.2,12.9,224.79,37.07,0,0,0,0,1,776,38821,50.027061855670105,724,776,0,4,233,267,500,116,500,20,20,5.0547456741333,0.252737283706665
f214bc7d43fb2b94bb709810ae14f913da432a6b5c85de66b2b5bf36c478adf8b4e8b7801e2eb285f64ba450d6333bee11fe07bca04ceaf0a73b21559ba79903,成都,成华区,2,0,0,0,0,0,34.35,90.3,89,1,207,11387,55.0096618357488,40,94,113,1,111,393,504,85,504,467,297,13410.499370574951,28.71627274213052
b6d6cc630b757f74d925646c7c046b2ffe29214c25e381a12632281e04355a6c0fe59726153c0601d62caf42185de542d088bc828ea23c10ffa53793b865e559,成都,青白江分公司,1,69,77.93,69,69.1,78.88,69.1,69,69.1,0,1264,97103,76.82199367088607,75,608,656,1,0,851,851,57,851,982,271,108025.1680650711,110.00526279538808
2bffd2f47cbd77d187eb95f14a8f17b32fd541bba49721c8c0d977112e15b5846ae35dee0442954a4b8a217e439e509a432e3f57578075a95f36a380bae37676,凉山,西昌市分公司,2,0,0,0,0,8.51,71.86,54.63,66.01,0,883,50075,56.71007927519819,129,335,548,2,20,676,696,94,696,750,272,20761.828701019287,27.68243826802572
94d9c47fc73253be3541823c84e4014dc35a37e40b33578a7a77a66739fcef140ab8db14fa8ec2d087365e859e17396af0d7599ed9563788d146fb6ed1d4d42e,成都,天府直属部门,2,3.61,4.06,4.92,3.68,6.1,5,5.2,13.28,0,662,43281,65.37915407854985,68,218,444,1,2,717,719,40,719,654,174,190973.22653579712,292.0079916449497
8da7f4e404831877f627c0cc1546d1de10f95125f00c77b2119ac52fded80f49646e04e2dfe71c5dc0e19b9641d4e21ae54b590766c92d726c8529592aeee175,攀枝花,东区,4,0,14.55,29.87,29,0,0,0,0,1,8,302,37.75,5,8,0,3,1,258,259,11,259,56,56,214.6923675537109,3.833792277744838
3c180266cacaa230b235aae697003a3a89bc0b221a85fc1b9ce644e34ab6dcb5505892e1f3fa307b4d8da33d217a1b435f3dbf04c65ab1e02efbd6c347a4e1fa,泸州,龙马潭分公司,4,1,1.09,1.11,5.21,0,0,0,0,1,101,9723,96.26732673267328,93,100,1,2,9,29,38,12,38,0,0,0,0
c012e026dc28bf462b889735aa2d258e0efcf9231f1534ebb43c7a4f4926788a93f8877d4f0c8d3cc3e005ece5f440f5d55731e38ede5d6520ecf6445f61ad7d,成都,未知,3,0,0,0,82.77,0,0,0,0,1,156,19425,124.51923076923076,142,142,14,4,12,63,75,7,75,24,24,8.700222969055174,0.3625092903772989
d1385d607f6ec734d0be032804571648e518f64cd057ab17863c6e28faaacd0dcd47870dda5fed58ca30f9b2bf5b1425dc66b49ac1a97f71e252b7a89885fef2,资阳,雁江区分公司,1,1,1,1,1,1,1,1,1,0,222,32268,145.35135135135135,23,141,81,2,0,375,375,28,375,65,60,104.05083847045898,1.6007821303147536
0fbf91d640263b1284bd37e2cc77c36ee26a8ff0a9065ce2c4a17b8fac39b9d46de3404f7c2673b46304987dd2014e603fbf3dce3e7f171a05b4e97bb778c834,凉山,宁南县分公司,5,18.84,28.88,31.48,28.5,26.77,30.22,12.41,19.34,0,696,96948,139.29310344827587,95,696,0,1,7,1194,1201,32,1201,380,107,1612.395276069641,4.243145463341161
09354921012e6acc7d3dc283b43ef7ff69cc0b9bdf4bb2469476ea26d06564b88d66aa00b4071ef4c57dba89964ba85aeaf98d6738912b6d3139be213987bbc4,凉山,泸沽,4,32,32,32,32,32,32,32,32,0,606,38986,64.33333333333333,46,314,292,3,36,742,778,126,778,771,215,34599.73492908478,44.87643959673771
e96d4e0f1109c4efc96d0c1069f383ab2ca460c8e0baffdfd1ff2e1a497f398401fe4995b9d754eff68c8b84222751effb93c489cd25d501118609553bbb7b6d,凉山,木里县分公司,1,23.34,18.88,33.43,36.83,26.51,34.53,11.92,45.18,0,418,28768,68.82296650717703,44,315,101,4,161,814,975,95,975,1262,372,68920.88777637482,54.61243088460762
fd2e6db632e8ec91172c8e0ab1fd75b28a9b5beeaeda9a0cd8ec1a38d95f1e21774c6207f63dcfbbd54d68e6ec9c756dd9034f4e24f52a42cb4528245987863a,成都,大邑县,4,0,0,0,0,0,0,0,29.59,1,89,2990,33.59550561797753,65,79,10,2,1,129,130,18,130,144,117,5860.949958801269,40.70104138056436
abd9a47d0f1373aa4e0c1f5b022f3f6bcfecca5da196963f3765ef9a0cb02d7df7ec0964a8b681f761dfd9dccf6e6eaf4e2f67dda846e184c936caea71ef0bf0,德阳,旌阳区,2,19,19,19,19,19,19,19,19,0,104,4655,44.75961538461539,18,38,66,1,1,37,38,5,38,2,1,0.0015316009521484,0.0007658004760742
8f90eb73bab9ef5ef0cc60c89f0e36c14ddee5e9861a540c5f9cc629a897939c15e1e889e6060cbe991b2d7688227cd16c03afe9aaa2f3aa13ed727d966fc925,成都,大英县,4,0,0,0,0,0,0,0,98.66,1,139,20044,144.20143884892087,116,139,0,2,4,78,82,10,82,36,33,85.0869541168213,2.363526503245036
aea5d1d4f599f83eb64a56217470bc821b11e1ac1a263cd8c7e4092bd861411543913abad5a4df9b470abe758042deb8e1d62a044f9214efc9003a003d1d30bf,宜宾,南溪区分公司,1,69,69,69,69,69,69,69,69,0,218,33113,151.89449541284404,25,218,0,2,1,1030,1031,82,1031,243,152,2214.0572681427,9.111346782480249
afbc570ace058cd614c42e2852ef1582f296d90aa635f49e6c4d2d75879bc71360c9b6d7cfd68420ae4eb1c300d4ddb4b17f74015c5378b71441da589ec5c324,成都,成都直属部门,1,93.81,76.77,77.62,91.67,75.82,88.94,58.43,66.41,1,3199,168118,52.5532979055955,522,1777,1422,2,45,2893,2938,416,2938,1247,289,46795.791721344,37.52669745095749
289895496c607ecdebefb2459f2874871600e5b8c3647c7e8ed644b871f1a800dc9a672c5f0dd8b6ff9398302d0d793fb18e608c112e0aabdafa6e48c3fcb536,攀枝花,盐边县分公司,1,55.08,56.79,50.71,51.47,69.9,61.35,59.64,64.3,0,562,55399,98.5747330960854,53,553,9,1,10,1141,1151,56,1151,1008,273,265194.27550697327,263.0895590346957
b761ef04e7aac0e070d98608cdbd192440d6815b538ce8b51913e37ca5be02e20bfdfacab5d3a1db478f07536fd1d0b9e1d645a6bb5c350bf6eba4d74a13e49f,达州,达川区分公司,3,50,50,50,50,50,53.36,60,60,0,1276,136531,106.99921630094045,101,817,459,2,2,729,731,94,731,749,154,6133.890902519226,8.189440457302037
f8173c63336e457be5401013783d9567d6f7b385ce238fe72db83869b14bb1603c012011e7b0501e7edae56d6b1dccdc63d4c5065b50e4f75df7eaed8193a1e8,成都,双流区,1,21,21,21,21,21,21,21,21,0,862,66536,77.18793503480279,49,494,368,1,0,694,694,46,694,327,80,2055.574683189392,6.286161110670924
5344c1e15cbfe7babcc8565dd6d8a8810f824630b113c8aa5f0dcecd3a4e0c55a6b797d07903de6d91b37e71ca703da716e94af0df4229aa03f266ea56fc4b51,成都,双流区,2,1,1,1,1,1,1,1,1,0,883,77260,87.49716874292186,57,446,437,2,2,662,664,57,664,0,0,0,0
89e13605b860b884e5b5f56908e622960122308f0b3a4473b48184892eeba1ceb65055578d74ad5ed0a0798cdf1ce659096114f8e4bad0489e1f34b0150fe983,南充,未知,2,0,0,0,0,348.14,19.2,47.7,19.2,1,80,8667,108.3375,69,78,0,4,3410,89,3499,3422,3499,0,0,0,0
010a0acfe8ed1255e137c864784eef26fd2ea7a4c01be440ee8fe3c6334948886a98971420df77f67b5f647629777b3709945de52d719f7092079fd7d38e1231,成都,青羊区,1,2.3,110.2,110.3,109.9,109.9,100.1,100.6,100.4,0,1330,138088,103.82556390977444,254,642,688,1,21,2267,2288,489,2288,1873,424,56439.21524429321,30.133056724128785
79ad3464cfd317182942af71093a1dcdd5019ccd8656166b8e44204d531d2c87b6d7580c465da49d3e42acaf129dc515b72f0632ea287756656c5e3e8b4c754b,成都,成都直属部门,1,0,55.76,27.36,103.55,19,19,19,76.38,1,735,42920,58.39455782312925,594,735,0,8,176,197,373,106,373,0,0,0,0
7b2b418e1d1046e53cc34ffe6547d4b63c721df1cecdbce8ed3ea9c01b20a1b1dd5ddad750eb89306025c67fef870738ae3f3bbd8db20f68c2594a66e52eb975,成都,蒲江县,3,0,0,0,0,0,8.2,1,1,0,7,159,22.714285714285715,7,7,0,1,3,99,102,14,102,0,0,0,0
20fffa170a5d0ca4944d6b9424c04d331867def5cdb7aa0601c098c4b6ab92f05cab4472877b5a597ca0da8d582a38f88809985d7e06950acd61b53362f0201d,乐山,市中区,3,0,0,0,0,55.06,0,0,0,1,176,9329,53.00568181818182,132,161,15,2,11,86,97,23,97,14,14,15.147884368896484,1.081991740635463
eb6285ebd3539ca8b04eaf5b498b91ab3434125a4390589be113ae035f0b2c3e19955a895a5b68a7e072cf8659a329182b8cc5533d00c63ad22033667dd8ea40,雅安,雨城区,5,0,0,0,0,0,0,0,17.4,0,20,863,43.15,8,7,13,2,0,63,63,8,63,6,6,0.4804096221923826,0.0800682703653971
3e10738443ab730eb7d95ebe4e06406b7b51a3bd90f3a22a6dcf1b982ef281790b1a1ca319be6c5008590035836a3cb09c0b0673dc6b7749ac0e15e082fb3c04,广安,武胜县分公司,2,84.1,72,72,72,72.2,112,71.9,88.31,0,188,85573,455.1755319148936,43,89,99,1,11,1803,1814,241,1814,524,226,22323.37760162354,42.60186565195332
981bb563ff7deac4d68208b7d406a7e45adf0a3f2d9eb00e91e4580f0a0960901faf214aaf473ef3e469ebae3a8241aad1d47c64f889132588ad316286638b66,绵阳,绵阳直属区,1,23.37,25,25,25,25,25,25,25,0,459,69497,151.40958605664488,59,459,0,1,4,1010,1014,51,1014,469,126,23246.66180229187,49.56644307524919
ce3c3cfb569dadb811bae81f23acd5962cff2413d12eecaf327760d6a639063383c0dd19d00725576a77db681941e2f7f53894227655854ac441e42b9097e8e1,成都,成都直属部门,1,0,0,0,0,0,0,13.03,2621.71,1,461,143377,311.0130151843818,385,451,10,1,13,69,82,22,82,0,0,0,0
8e99b69c5cb7ad31f978f336eea3e6ca8812199983d480ac35d575f1348698a94ba024394852c0f204805910ac599f43b34d2eabfeb529629e579f859498a7dd,成都,高新南区,3,0,0,0,0,0,0,0,56.87,1,1738,48588,27.956271576524745,1738,1738,0,1,3,85,88,13,88,15,15,86.94865322113037,5.796576881408692
945abe9963ca18f1c707130b9925bb5fb369ba23ff74a9e1c474babf101cda8b6f08e980ee3514008aa3e69ab727b498cc9dfe19587832b4471b5974d6969a16,雅安,雨城区,1,81.5,84.5,84.5,84.6,84.6,84.5,84.5,84.5,0,1325,74410,56.15849056603773,161,848,477,1,7,1188,1195,382,1195,1767,452,97357.91388320924,55.097857319303465
ca8c8a07191890ee8bd7ce341d2775990d4bacf2cd730f02d1f729a4e9b64888362207c2e38dca514288dcf2104c0216294fb798636c1de8aae87188b1c99ba0,绵阳,游仙区,1,10.1,9,9,9,9,9,9.95,9,0,379,42327,111.68073878627968,13,206,173,1,1,254,255,13,255,12,3,0.1901798248291011,0.0158483187357584
7e34c4b9fcf264e0367d95400e68fb19a03a41cf9f9c6f2da382ef275a75208863cc9f87efbbd71e650ea73e56df329bbf9e19b02c656aa3ae5ae0cc80a7a388,广元,利州区分公司,1,24,26.85,24.68,24.95,26.02,24.2,24,24.6,0,729,23289,31.94650205761317,176,210,519,1,505,3482,3987,542,3987,1353,328,34638.11844539642,25.600974460751235
b819945eee7e9d442902be5016127b4593ee94ab93d5ecb5c7ae9d78145c1940622d511921d1bfb075ce3f1407508303452d0c9a5ada8ad239c8dd9baa57b0e6,成都,高新南区,2,106,106,106,106,106,106,106,106,0,2514,110435,43.92800318217979,205,1085,1429,1,38,3080,3118,703,3118,2561,655,247247.0973291397,96.54318521247156
87c6cf7d8ee974b8e7e9f38f93097749244d36f239c5d51f684b03cf4ed901cc10c14a400be3aa8c662273b5189e7e78d93d1202fa3b89f81664b954411f9aa9,广元,利州区分公司,1,14.16,14.07,14.11,14.09,14.09,12.22,12.14,12.78,0,1,51,51,1,1,0,1,5,712,717,62,717,70,34,44.8344316482544,0.6404918806893485
20be92906d4dbf6909dc2820cb71a7a95aef66f44d8c889612753db79ceb08ccfe147221876b463976bf64bb6ed1fdfa77bafe1a6790624c3fe64588985c7fd6,成都,金牛区,1,77.1,77,77,77,77,77,77,77,0,687,42697,62.14992721979622,60,359,328,2,0,1151,1151,174,1151,1455,416,89064.95176792145,61.21302527004911
c2f46bca00cecefeb26d24d4811d146c2671c3c6190b8e75c6b18ded6af1fabf09fb19f3568f44df735e8111fb8dc4c2e31e3a21ae12b38db5de9d3568f1826f,成都,青白江分公司,3,4.1,23.77,4.4,4.4,4.5,5.35,4.5,4.4,0,2121,506189,238.65582272512967,308,1575,546,5,23,2433,2456,353,2456,1493,394,76517.03240203857,51.2505240469113
c8cd339fe9914e0c2b821674d491d65ce33b9c7f3cec5f585d84ac98aaa340ffd71df94b6f4c1401c5ffb7108068bc9b98c1c5f80c2201aa7eef1dabb59c12d8,内江,金牛区,1,149,149,149.2,149,149,149,149.1,149,1,973,57705,59.306269270298046,201,414,559,6,2,1617,1619,450,1619,401,251,23912.43609046936,59.63201020067172
e1cd0857d8892b93992dfa9322362f94bcadbbd0c0cbae1c17d129745a949b33b7624fae2706575c0ae3c78b65b468e038ec86795a34d135c9630698e7dc627f,自贡,自流井区,1,27.6,29,29,29,29,29.2,29,39.16,0,385,21606,56.11948051948052,44,245,140,5,6,1414,1420,230,1420,1075,316,71440.88103294373,66.45663351901742
683bfb0b50eb9277e1e592c58b9d93968a671286269492c7cc1aa011e7d53e4802f69c1732fc84c114cf39b9068a29e2fff12a08dba5d416298d8462681808a8,成都,都江堰分公司,1,11,11,11,11,11,11,11,11,0,28,3457,123.46428571428572,12,1,27,1,0,582,582,31,582,0,0,0,0
9517ec8199a2fc523a91d995ed618c13311828831452f17a67ef7581a37e87538131708bf51637b3e84538812abc5cab66da24611c21cb7017796d1c97da6647,乐山,市中区,1,102,102,102,102,102,102,102,102.1,0,918,47219,51.43681917211329,227,568,350,2,9,1311,1320,263,1320,2451,618,470422.23649692535,191.9307370448492
e9100876ce3b3717b509382f1f2b15f180107fcd09a940424687fa02b1c20a3781427c50f26b59adebdc7ed0abdb2da2788f9a1f0cb679b8dc9f233fd7b3a972,德阳,绵竹市,1,8.35,5.2,5.1,5.78,5.14,5.21,1,69.76,0,514,20977,40.811284046692606,95,228,286,3,17,955,972,100,972,812,233,9805.711986541748,12.0759999834258
d060b93814c339f2aa9199413968051d5521ed59f466bed796c4f11e5945191a81bf7cf3ac47f0001f74c7391b15a3e66bb9c713039abb6d47fa01483d1fb25a,凉山,冕宁县分公司,1,22.5,22.5,32.49,34.88,32.49,52.5,22.5,30.92,0,367,13546,36.91008174386921,20,162,205,1,42,1273,1315,36,1315,358,99,1287.5524377822874,3.596515189335998
c4031699ab4d14ac89d5f943e65a713dec2c99d914d972ff1de7fe851d8f533507c393421a6fe4a933e0e9adf7c49641ed59b3cf8937954cfa77dd9f073de7ce,成都,温江区,2,101.3,101.3,101.9,101.3,101.2,101.1,101.1,101,1,1124,92537,82.32829181494662,190,704,420,4,2,1692,1694,340,1694,826,252,20783.247924804688,25.161317100247807
7cd6790f75bd6b1d94f82314471c462d5c22b1440931b4c6a12da9ce2b173203024d986b170e42716cf24482e41d247a48cc0bcd844b5011ce883b831555f682,德阳,旌阳区,3,118.7,118.7,118.7,118.7,118.7,118.7,118.7,118.7,0,399,27139,68.01754385964912,39,185,214,1,1,748,749,63,749,327,82,492.1839008331299,1.5051495438322016
07a3679d2e8eeda00a71d7342d00ed17018519fec73efdd05595f22c2333890f9af14ed2eac2005bc23774979ebd0b3fc590f2568eb4c26a022ba06a3bf8496e,宜宾,南溪区分公司,4,0,0,0,0,0,0,0,17.01,1,0,0,0,0,0,0,0,1,70,71,9,71,11,11,11.47590923309326,1.043264475735751
34d1023120b4d1869811ba364c2f5ad65e32cb499b51cc9c8510a733057a8f41dfe4291d25825123e1d6bd50f50b52472fb448f65f7bec45c3336151e3990b6e,乐山,高新南区,2,0,0,0,0,1.59,52.1,56,56,1,1691,41670,24.642223536369013,1691,1691,0,2,5,94,99,13,99,4,4,0.46340274810791,0.1158506870269775
daa6dd51520aaeec1c2cd85a0b13b99189fe78d0b0e3635191bf861099028978bb2dcb19d48853957e49685b1c7d9f46c41fe22bb779e730a4cbefca83dceadc,成都,武侯区,2,73.96,85.78,453.29,320.51,193.95,116.1,177.19,224.15,1,3460,502497,145.23034682080925,622,2209,1251,4,102,4757,4859,1063,4859,1313,330,134968.01107883453,102.79361087496918
3f9efc589b440428d436a32af2367bc44fb5cfde18b1040dec897f3513527b94fccb37187ff340b8500ca0c6ac008f8660b7ee9aab6e43407882babf1b87349a,成都,都江堰市,3,22.73,22.64,22.73,22.64,22.63,22.82,22.82,23.47,0,179,9649,53.90502793296089,40,73,106,1,2,544,546,27,546,8,3,0.0795288085937495,0.0099411010742186
24af92803c9bee4bba9e3cb6cf73548de7decaf5fc63b6f0a20f7d4b5179e3ba9472d49960ca99bb33a03dd114bf01296d6822e7524f3d7d018889402a77db90,成都,未知,4,0,0,0,0,5.14,41.42,19,19,1,100,5977,59.77,97,100,0,2,1,5,6,4,6,1,1,0.0001068115234375,0.0001068115234375
575a20588c6be7bc601092fddac248084cb156980365d83220214903607a7223ae73ec735c52e90e5a7b98f2cb47d313350128a1ad1a664ee5086e006019d32d,凉山,西昌市分公司,3,0,26.55,72.6,72.6,72.6,72.6,72.6,72.6,1,8383,552594,65.91840629846118,7113,8383,0,12,2,123,125,11,125,10,10,4.4417667388916025,0.4441766738891602
265459257a99e9f798d1f9d4ffe3fc451b373e1d60d6b8c93a4ab3742f0d0359f1ec8b795005df06bdc0534b31be2959005ad7972fef546cd91b5c63407ce462,资阳,资阳直属部门,1,0,0,0,2.77,1346.4,19,19,0,1,252,72274,286.8015873015873,200,231,21,3,4,68,72,13,72,0,0,0,0
85d7f6a6b93809902034cd1162da1478b23556ff62c7617b3f4744e9d6041550c77642efdd1bca005425921f3e99da3d2f1cc22c1e6b3a191bf9069a53224659,自贡,金牛区,3,94.68,97.15,96.7,94.99,95.42,126.49,123.16,123.21,0,623,40965,65.75441412520064,100,234,389,1,10,2782,2792,309,2792,1468,399,32405.28431415558,22.07444435569181
1e9ba151efedc3682e3ce7c2a07ee4eeae72ad9c7807349d0d1869635b9884788e46439629b5274f3e5275c9e63a4d6be30daee13b35b5be9bc69c2edce3121c,成都,龙泉驿分公司,5,0,0,0,0,0,17.37,29.37,22.2,1,191,5307,27.785340314136125,139,141,50,1,16,344,360,47,360,202,95,1254.6630277633667,6.211203107739439
318faad2a48efc612c527b1bedacd0fa644b1f79498e61699ae09cc6087983afcbdd95029f0d91cee5b26eddc98c3a4b65bde32e5e8e390f200be8da7c3304dd,成都,高新西区,2,0,0,0,0,0,0,1.59,148.82,1,528,31574,59.79924242424242,392,519,9,3,14,328,342,99,342,192,130,5662.747443199158,29.49347626666228
0575d43b34e3254d31b776fcdb31c344a459867064feb4e5b86d503f02994da9f9d351903f509e00a9923a90b391ab2f6bf2fce2ec0cd882de06b75301392dfa,乐山,市中区,1,0,0,1.1,11,11,2.83,3.36,2.1,0,43,3847,89.46511627906976,17,40,3,1,1,162,163,13,163,82,57,61.18609142303467,0.746171846622374
22b6a687f75c18907d27ca008d5babfd5dd23d01a8a87779af1c4e707055ebd2bb37c3932ad016f145d1807be810f6bb284acd34e008fc39727d6d6a828d9f74,成都,成都直属部门,1,82.45,69.5,69,69.68,71.13,69,69,69.16,0,272,32614,119.90441176470588,56,208,64,3,4,1486,1490,209,1490,960,247,60988.55896282196,63.529748919606206
bfd586e77b5d8f76c94805e96b6d43eb3f6d77df71f8926d99bf6bc76eca0342e02fbd2e8b52caf2a2c66689b95b0743c1fc1ac7425b6819a2a4b37fae811784,成都,都江堰分公司,1,103.5,104.2,103.5,104.4,103.5,103.7,103.5,103.6,0,1982,141385,71.33451059535822,324,961,1021,1,50,2959,3009,667,3009,1578,402,90318.06215286256,57.2357808319788
f55de26f6b9a60777c1723414d25d81669e893520fc029bff3ac16d6d6b4ac7384828983011147739f0c306e9138628d260b67a329a4a92b1aa4e8db80f1a889,泸州,叙永县,3,6.73,7.88,7.57,6.39,6.63,6.64,6.35,10.18,0,127,7509,59.1259842519685,20,66,61,2,81,531,612,101,612,954,302,50454.78388595581,52.88761413622203
8319ec5400ae69606904dc00ed2c8cb0aa7f451e2c247e5e55a5b9b8417c01329e489bc6862ff6dc9b4a0dd9d1194d7abaf04baff5ac348a934d3bf6bff635b3,内江,资中县分公司,1,26.06,35.75,30.22,26.07,40.29,39.91,33.16,29.17,0,1725,550657,319.2214492753623,84,763,962,1,15,1797,1812,147,1812,1003,273,26797.052830696102,26.716902124323138
e6ed7af0d8d84f7bea7271bdaf0106fe9f5f5b1730cbdae10b935ddbb9af3cf98897ddaa262847898619f9c06eec5d092c8ded3db7b796d809ba367a16249202,未知,未知,3,0,0,0,101.09,81.57,0,0,0,1,68,5553,81.66176470588235,67,68,0,2,3,48,51,4,51,0,0,0,0
832417ba5724d60ba5ae98f4017b349f79a9068a459b6e3aa49d54c1baff1a1345fb5bed90c55d3dd6865c4aa5685f4e6c9ac9b55e2c57056bef24c542c7e81d,成都,邛崃市,2,15.12,15.04,15,15,15,15.4,17.6,31.16,0,403,13463,33.406947890818856,67,102,301,1,256,1023,1279,148,1279,596,151,20795.08424758911,34.891080952330725
